"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
5878,"Michael LEANDRO ",28,0,28,0,2002-07-27,"1st Portuguese Freediving Championship","Portugal"
5879,"Bruno TAELMAN ",28,0,28,0,2002-07-27,"Final stage of the 2002 Belgium Cup","Belgium"
5880,"Bruno GIGANDET ",28,43,15,13,2003-09-06,"AIDA Switzerland Apnea Grand Prix 2003","Switzerland"
5881,"Greg FEE ",28,28,28,0,2005-05-13,"CAFA Western Regional Competition II","Canada"
5882,"Greg FEE ",28,36,19,9,2006-07-14,"CAFA National Freediving Championships","Canada"
5883,"Anne Hjerrild RONNING ",28,0,28,0,2002-08-17,"2nd Danish Freediving Championship 2002","Denmark"
5884,"Jade LEUTENEGGER ",28,28,28,0,2003-06-20,"CAFA Eastern Regional Competition","Canada"
5885,"András MUNKÁS ",28,28,28,0,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Hungary"
5886,"Allan K. ULDAM ",28,28,28,0,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
5887,"Luc GOSSELIN ",28,28,28,0,2004-06-25,"CAFA National Championship 2004","Canada"
5888,"Michael PEULECKE ",28,28,28,0,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Denmark"
5889,"Jérôme VIGOUREUX-PELTIER ",28,35,21,7,2013-07-06,"Nice Abyss contest 2013","France"
5890,"Jérôme VIGOUREUX-PELTIER ",28,35,21,7,2013-07-06,"Nice Abyss contest 2013","France"
5891,"Panayiotis PASHOURTIDES ",28,28,28,0,2003-05-29,"Sony Freediver Open Classic 2003","Cyprus"
5892,"Hideo NAKAYA ",28,28,28,0,2004-06-27,"2nd Japanese Freediving Championship 2004","Japan"
5893,"Mario GOMES ",28,37,24,4,2004-05-07,"CAFA Western Regional Competition","Brazil"
5894,"Solenn LAUNAY ",28,28,28,0,2006-07-01,"Coupe des Calanques 2006","France"
5895,"Tracy RUSSELL ",28,28,28,0,2004-08-12,"4th AIDA Freediving World Championship by team","New Zealand"
5896,"Donna RYAN ",28,28,28,0,2004-06-14,"BIOS Freeology Open Classic 2004","United Kingdom"
5897,"Petter LEIFE ",28,30,25,3,2013-08-01,"Swedish Championship in depth","Sweden"
5898,"Agata DEPKA ",28,38,17,11,2005-07-16,"FDTF Invitational","Poland"
5899,"Hans-Oluf JOHANSSON ",28,28,28,0,2006-08-19,"Nordic Deep 2006","Sweden"
5900,"Carlos REYES ",28,28,28,0,2005-10-14,"Entre Dos Mares 2005","Mexico"
5901,"Eva JOHNSEN ",28,28,28,0,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
5902,"Per WESTIN ",28,60,0,33,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
5903,"Yoshio KIMURA ",28,28,28,0,2007-07-22,"Big Blue 1st Official - Boys Competition","Japan"
5904,"Reiko ASAKURA ",28,28,28,0,2007-11-10,"9th Manazuru Freediving Classic","Japan"
5905,"Marie-Odile HOGUE ",28,28,28,0,2009-07-25,"Canadian Depth Nationals 2009","Canada"
5906,"Ken NAKAMURA ",28,28,28,0,2008-11-02,"Big Blue 4th Official Competition","Japan"
5907,"Kazutoshi HAYASHI ",28,28,28,0,2012-08-13,"Apnea Academy 2012 official competition in Tago","Japan"
5908,"Yoshiharu MIZOBUCHI ",28,28,28,0,2009-10-11,"Big Blue 5th official","Japan"
5909,"Jacinta COLVIN ",28,28,28,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Australia"
5910,"Yiannis LOUKIDIS ",28,28,28,0,2009-07-12,"1st Kretan Depth Competition 2009","Greece"
5911,"Bertrand ROHRBOCK ",28,35,20,8,2010-08-14,"Nordic Deep 2010","Netherlands"
5912,"Mats TYBELL ",28,28,28,0,2010-08-14,"Nordic Deep 2010","Sweden"
5913,"Eva FROESTL ",28,28,28,0,2014-07-05,"NAUTICA Cool Down 2014","Austria"
5914,"Peter CHRISTENSEN ",28,28,28,0,2004-07-22,"Swedish Freediving Championship 2004","Sweden"
5915,"Aleksandra HOZMAN-MIRZA-SULKIEWICZ ",28,0,18,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
5916,"Fanny SCHAGATAY ",28,37,18,10,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Sweden"
5917,"Dimitrii ZHOLUD ",28,28,28,0,2009-03-07,"Oslo ICE Challenge","Ukraine"
5918,"Dimitrii ZHOLUD ",28,36,19,0,2009-03-07,"Oslo ICE Challenge","Ukraine"
5919,"Christian FOETINGER ",28,38,18,10,2012-02-09,"Andaman 2012 Freediving Competition","Austria"
5920,"Sean OSNER ",28,28,28,0,2012-05-04,"Deja Blue 3","United States"
5921,"Yiannos IOANNOU ",28,28,28,0,2012-11-04,"AIDA Cyprus Depth Day 2012","Cyprus"
5922,"Costas CONSTANTINOU ",28,46,9,19,2013-10-06,"AIDA Cyprus Depth Games 2013","Cyprus"
5923,"mandy SUMNER ",28,40,15,13,2014-05-25,"Caribbean Cup 2014","United States"
5924,"NÃ“RA GALGÃ“CZY ",28,28,28,0,2015-03-05,"Andaman Freediving challenge","Hungary"
5925,"Mirai FUSE ",28,28,28,0,2014-10-11,"Apnea Academy asia 2014 depth competition in Tago","Japan"
5926,"NEOPHYTOS ANTONIOY ",28,28,28,0,2014-10-05,"DEPTH GAMES 2014","Cyprus"
5927,"Jaroslaw KROL ",28,35,20,8,2015-08-19,"Zawody Krystalicznej Wody","Poland"
5928,"Nobuko KISHIDA ",28,0,28,0,2000-01-01,"Compiled rankings for year 2000","Japan"
5929,"Syafidatul Azua SHAFII ",28,28,28,0,2013-10-30,"One Breath Jamboree","Malaysia"
5930,"Attila KOVACS ",28,28,28,0,2014-09-19,"AIDA Team World Championships 2014","Romania"
5931,"Nayoung Moon ",28,28,28,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Korea, Republic of"
5932,"KIM SANG KEN TONG ",28,28,28,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Hong Kong"
5933,"Marcin Baranowski ",28,28,28,0,2013-08-14,"Crystal Clear Water Competition","Poland"
5934,"Keiichi SATO ",27,27,27,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
5935,"Thais PICCHI ",27,40,13,0,2016-06-04,"Nirvana Oceanquest Competition","Brazil"
5936,"Juho AKOLA ",27,27,27,0,2015-08-23,"Asikkala Depth Challenge 2015","Finland"
5937,"Aya MIZUMURA ",27,35,19,8,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
5938,"Mandy-Rae CRUICKSHANK ",27,42,17,10,2003-11-21,"CAFA West Regional Competition","Canada"
5939,"Valérie DUBOIS ",27,0,27,0,2000-01-01,"Compiled rankings for year 2000","France"
5940,"Isabelle HERMAND ",27,0,27,0,2002-07-27,"Final stage of the 2002 Belgium Cup","Belgium"
5941,"Greg FEE ",27,27,27,0,2004-06-25,"CAFA National Championship 2004","Canada"
5942,"Giannis MAGDALINOS ",27,0,27,0,2002-07-27,"Greek Freediving Championship 2002","Greece"
5943,"Matthew CHARLTON ",27,0,27,0,2002-09-28,"CAFA Eastern Regional Competition","Canada"
5944,"Elena SCHERSCHNEVA ",27,0,27,0,2002-06-08,"Austrian Nationals","Austria"
5945,"Wolfgang DAFERT ",27,50,9,18,2004-05-22,"AIDA Austria National Competition","Austria"
5946,"Michael PETTERSSON ",27,40,13,14,2006-08-19,"Nordic Deep 2006","Sweden"
5947,"Christian REDL ",27,0,27,0,2002-09-07,"1st Carinthian Freediving Invitational 2002","Austria"
5948,"Markus WURM ",27,42,17,10,2004-05-22,"AIDA Austria National Competition","Austria"
5949,"Rasmus SANGILD ",27,27,27,0,2003-08-02,"3rd Danish Freediving Championship 2003","Denmark"
5950,"Christoph KAISER ",27,33,26,1,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Germany"
5951,"David STROPPIANA ",27,32,21,6,2009-09-16,"Nice Abyss Contest","France"
5952,"Yuma HIGUCHI ",27,42,17,10,2004-08-12,"4th AIDA Freediving World Championship by team","Japan"
5953,"Ernesto SMITH ",27,27,27,0,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
5954,"Gilles AUDOLY ",27,27,26,1,2006-07-01,"Coupe des Calanques 2006","France"
5955,"Yuko SENGA ",27,27,27,0,2008-10-12,"10th Manazuru Freediving Classic","Japan"
5956,"Georgina MILLER ",27,36,17,10,2008-07-12,"Salt Free Double Dip 2008","United Kingdom"
5957,"Tetsuya HARA ",27,27,27,0,2009-07-19,"Okinawa Freediving Cup 2009","Japan"
5958,"Ulf DEXTEGEN ",27,27,27,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
5959,"Giakoumakis GRIGORIS ",27,27,27,0,2009-07-12,"1st Kretan Depth Competition 2009","Greece"
5960,"Paul LESCARMURE ",27,30,24,3,2011-09-17,"CAFA Western Regional Competition II 2011","Canada"
5961,"Philippe SCHEIDT ",27,35,18,9,2011-07-10,"Swiss Championship lake","Switzerland"
5962,"Emma AKERREN ",27,27,27,0,2012-07-28,"Nordic Deep 2012","Sweden"
5963,"Johan ISAKSSON ",27,27,27,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Sweden"
5964,"Lionel BERNARD ",27,50,4,23,2012-08-11,"Canadian Nationals Depth Competition","Canada"
5965,"Mitsuhiro KOJIMA ",27,27,27,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
5966,"Marianne WENIGHOFER ",27,27,27,0,2013-07-27,"SUUNTO Cool Down 2013","Austria"
5967,"konstantin DANILOV ",27,27,27,0,2012-05-08,"FDD Russian Open","Russian Federation"
5968,"Krinos THEOCHAROUS  ",27,27,27,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
5969,"Konstantinos AFXENTIOU ",27,30,23,4,2011-10-16,"AIDA Cyprus Depth Games 2011","Cyprus"
5970,"ANASTASIA LAPTEVA ",27,27,27,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Russian Federation"
5971,"Helen Evi  HOLROYD ",27,27,27,0,2012-11-04,"AIDA Cyprus Depth Day 2012","Cyprus"
5972,"Erwin FANAYETE  ",27,27,27,0,2013-05-30,"Freediving Bonaire 2013","Netherlands"
5973,"Mariusz DOLEGA ",27,32,16,11,2014-08-02,"IX Indywidualne Mistrzostwa Polski","Poland"
5974,"zoya GOLOVNYA ",27,27,27,0,2014-05-15,"Russian National","Russian Federation"
5975,"Asako YOKOI ",27,27,27,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
5976,"Zenon Alejandro Dario VILLONGCO ",27,27,27,0,2012-03-31,"Blood Red Philippine Depth Challenge","Philippines"
5977,"Divine START ",27,27,27,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Philippines"
5978,"Constantin Timosca ",27,27,27,0,2012-11-11,"2012 Pressure Seekers","Romania"
5979,"Nora Lestari ",27,27,27,0,2013-10-30,"One Breath Jamboree","Indonesia"
5980,"Miriam LAMBERT ",26,0,26,0,1999-01-01,"Compiled rankings for year 1999","Czech Republic"
5981,"Nicole CZYCHON ",26,0,26,0,2000-01-01,"Compiled rankings for year 2000","Germany"
5982,"Stéphanie BORMANN ",26,0,26,0,2000-01-01,"Compiled rankings for year 2000","Belgium"
5983,"Tom SIETAS ",26,80,-29,55,2005-05-28,"CIPA Open of Nice","Germany"
5984,"Ulrich WULFF ",26,62,-11,37,2012-05-30,"FDD LAST CHANCE WC QUALIFYING COMP  (sta+dyn+cwt)","Germany"
5985,"Christian ENGELBRECHT ",26,0,26,0,2002-08-17,"2nd Danish Freediving Championship 2002","Denmark"
5986,"Jade LEUTENEGGER ",26,0,26,0,2002-09-28,"CAFA Eastern Regional Competition","Canada"
5987,"Frank LINSTEDT ",26,0,26,0,2002-06-28,"Swedish Freediving Championship 2002","Sweden"
5988,"Jaromir FOUKAL ",26,0,26,0,2002-09-07,"1st Carinthian Freediving Invitational 2002","Austria"
5989,"Jorg JANSEN ",26,0,26,0,2002-07-27,"Final stage of the 2002 Belgium Cup","Netherlands"
5990,"Michael PEULECKE ",26,26,26,0,2003-08-02,"3rd Danish Freediving Championship 2003","Denmark"
5991,"Hoi LEUNG ",26,26,26,0,2003-06-20,"CAFA Eastern Regional Competition","Canada"
5992,"Kazuhiro SUGIYAMA ",26,26,26,0,2004-06-27,"2nd Japanese Freediving Championship 2004","Japan"
5993,"Markus SCHRAUDER ",26,35,22,4,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Austria"
5994,"Chieko YAMANO ",26,26,16,10,2004-06-14,"BIOS Freeology Open Classic 2004","Japan"
5995,"Sachiko LIZUKA ",26,26,26,0,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
5996,"Agata DEPKA ",26,26,26,0,2004-07-31,"Finnish Freediving Championship 2004","Poland"
5997,"Bérangère DUCLOS ",26,26,26,0,2006-07-01,"Coupe des Calanques 2006","France"
5998,"François STOFFT ",26,28,23,3,2005-05-28,"CIPA Open of Nice","France"
5999,"Ernesto SMITH ",26,26,26,0,2005-12-18,"Chequeo Nacional","Venezuela"
6000,"Miguel PEREZ ",26,26,26,0,2006-05-26,"National Individual Championships 2006","Venezuela"
6001,"Jorge GOMEZ ",26,26,26,0,2006-05-26,"National Individual Championships 2006","Venezuela"
6002,"Sanne H. K. RASMUSSEN ",26,26,26,0,2007-07-29,"FSE Sea Competition TWO","Denmark"
6003,"Ilka MICHAELIS ",26,35,26,0,2010-09-26,"Hellenic Freediving Championships 2010","Germany"
6004,"Cristina KÜMMEL ",26,26,26,0,2008-04-18,"Bizzy blue hole 2008","Denmark"
6005,"Naoko YAMADA ",26,26,26,0,2012-10-20,"Manazuru freediving classic 2012","Japan"
6006,"Makaronas THANASIS ",26,26,26,0,2008-07-25,"Mediterranean Freediving Meeting","Greece"
6007,"Kazutoshi HAYASHI ",26,26,26,0,2013-08-17,"Apnea Academy 2013.8 depth competition","Japan"
6008,"Adel Abu HALIQA ",26,51,0,26,2010-06-14,"3rd Mediterranean Freediving Meeting","United Arab Emirates"
6009,"Germanos VASSILIS ",26,26,26,0,2008-06-29,"AIDA HELLAS SUMMER APNEA GAMES 2008 PART I","Greece"
6010,"Annika ÖSTMAN ",26,26,26,0,2010-08-01,"Asikkala Depth Challenge 2010","Finland"
6011,"Alice MODOLO ",26,35,16,10,2009-09-16,"Nice Abyss Contest","France"
6012,"Daesy BRICENO ",26,26,26,0,2009-08-28,"Campeonato Nacional de Profundidad 2009","Venezuela"
6013,"Daesy BRICENO ",26,26,26,0,2010-07-25,"Campeonato Nacional de Apnea Profunda 2010","Venezuela"
6014,"Tsuneo UCHIDA ",26,26,26,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
6015,"Elisabeth JUVONEN ",26,26,26,0,2010-08-01,"Asikkala Depth Challenge 2010","Finland"
6016,"Patrick PUHLMANN ",26,25,25,0,2010-05-15,"Spring Cortez Cup 2010","Germany"
6017,"Maki KANNO ",26,26,26,0,2014-10-11,"Apnea Academy asia 2014 depth competition in Tago","Japan"
6018,"Tatiana ZEMSKIKH ",26,46,5,21,2012-05-08,"FDD Russian Open","Russian Federation"
6019,"Diogenis LOIZIDES ",26,26,26,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
6020,"Kasper KNUTHSEN ",26,26,21,5,2013-08-07,"Nordic Championship 2013","Denmark"
6021,"Marie GOSME ",26,26,26,0,2013-02-09,"Andaman Freediving Competition","France"
6022,"Stefanos KANTZILARIS ",26,26,26,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Cyprus"
6023,"Malgorzata LISEK ",26,26,26,0,2013-08-14,"Crystal Clear Water Competition","Poland"
6024,"Anette Rafen OTTZEN ",26,26,26,0,2014-06-12,"Copenhagen Lake Competition","Denmark"
6025,"Tomoko KAYAMA ",26,26,26,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
6026,"Shuichi  Goto ",26,30,26,0,2004-06-27,"2nd Japanese Freediving Championship 2004","Japan"
6027,"Linda Stenman ",26,26,26,0,2015-06-13,"West coast pre-summer battle","Sweden"
6028,"Marek PIROH ",25,30,23,5,2016-04-30,"FREEDIVING ATLANTIC CUP","Slovakia"
6029,"Harris  SHARPE  ",25,25,15,10,2012-11-04,"AIDA Cyprus Depth Day 2012","Cyprus"
6030,"Sharanne WHEELER ",25,0,25,0,1999-01-01,"Compiled rankings for year 1999","United States"
6031,"Gerardo BLANCO ",25,25,25,0,2005-05-14,"Venezuela Freediving Championship","Venezuela"
6032,"Roger KEIZER ",25,25,25,0,2003-05-29,"Sony Freediver Open Classic 2003","Netherlands"
6033,"Perry GLADSTONE ",25,0,25,0,2002-09-28,"CAFA Eastern Regional Competition","Canada"
6034,"Christian ENGELBRECHT ",25,0,25,0,2002-06-28,"Swedish Freediving Championship 2002","Denmark"
6035,"Olivier ENDERLI ",25,0,25,0,2002-08-31,"Swiss Summer Championship 2002","Switzerland"
6036,"Beat UNGER ",25,0,25,0,2002-08-31,"Swiss Summer Championship 2002","Switzerland"
6037,"Hafid BEN HAYATA ",25,0,25,0,2002-07-27,"Final stage of the 2002 Belgium Cup","Belgium"
6038,"Tom ALBERELLI ",25,25,25,0,2003-06-20,"CAFA Eastern Regional Competition","Canada"
6039,"Chris KEARNEY ",25,0,25,0,2002-09-14,"CAFA Western Regional Competition II","Canada"
6040,"Karla MENDEZ ",25,25,25,0,2006-05-26,"National Individual Championships 2006","Venezuela"
6041,"Véronique PEERE ",25,25,25,0,2003-05-29,"Sony Freediver Open Classic 2003","Belgium"
6042,"Georg STROMFELT ",25,0,25,0,2002-06-28,"Swedish Freediving Championship 2002","Sweden"
6043,"Michael PETTERSSON ",25,25,25,0,2004-07-22,"Swedish Freediving Championship 2004","Sweden"
6044,"Andrea PETRUZZIELLO ",25,0,25,0,2002-04-21,"1st Brazilian apnea selections 2002 - Jacques Mayol","Brazil"
6045,"András MUNKÁS ",25,0,25,0,2002-09-07,"1st Carinthian Freediving Invitational 2002","Hungary"
6046,"Michalis VOGAS ",25,0,25,0,2002-07-27,"Greek Freediving Championship 2002","Greece"
6047,"Nuno BALTAZAR ",25,0,25,0,2002-07-27,"1st Portuguese Freediving Championship","Portugal"
6048,"Paulucci Rodrigues PAULA MARIA ",25,0,25,0,2002-04-21,"1st Brazilian apnea selections 2002 - Jacques Mayol","Brazil"
6049,"Christian HOBRING ",25,0,25,0,2002-06-28,"Swedish Freediving Championship 2002","Sweden"
6050,"Vitor LAZERA ",25,0,25,0,2002-09-14,"2nd Brazilian apnea selections 2002","Brazil"
6051,"Paulo TRINIDADE ",25,0,25,0,2002-07-27,"1st Portuguese Freediving Championship","Portugal"
6052,"Romano MOLINARI ",25,25,25,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Netherlands"
6053,"Rob DE JONGE ",25,31,19,6,2003-09-07,"Round 6 of the Belgium Cup 2003","Netherlands"
6054,"Lorenzo MORELLI ",25,25,25,0,2003-04-25,"1st AIDA Brazil National Selection 2003","Brazil"
6055,"Jean-Pierre MAILLE ",25,25,25,0,2003-05-29,"Sony Freediver Open Classic 2003","France"
6056,"Milla SAARINEN ",25,25,25,0,2004-07-31,"Finnish Freediving Championship 2004","Finland"
6057,"Jacqueline ARIOL ",25,25,25,0,2004-05-06,"4ème Manche Coupe d AIDA France 2004","France"
6058,"Patricia RIBAS ",25,25,25,0,2004-06-14,"BIOS Freeology Open Classic 2004","Brazil"
6059,"Kazuhiro SUGIYAMA ",25,29,21,4,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
6060,"Oswaldo CRUZ ",25,25,25,0,2003-05-29,"Sony Freediver Open Classic 2003","Mexico"
6061,"Chieko YAMANO ",25,25,25,0,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
6062,"Hideo NAKAYA ",25,25,25,0,2003-09-13,"1st Japan Freediving Championship 2003","Japan"
6063,"Argvrides DEMOS ",25,25,0,25,2003-05-29,"Sony Freediver Open Classic 2003","Cyprus"
6064,"Takashi ITO ",25,25,25,0,2004-08-12,"4th AIDA Freediving World Championship by team","Japan"
6065,"Mike FURNISS ",25,25,21,4,2004-11-27,"Cosmic Challenge","New Zealand"
6066,"François REDEAU ",25,25,15,10,2005-05-28,"CIPA Open of Nice","France"
6067,"Ananda ESCUDERO ",25,30,25,0,2004-05-07,"CAFA Western Regional Competition","Brazil"
6068,"Marie-Agnès BARRANS ",25,25,25,0,2006-05-27,"Nice Open 2006","France"
6069,"Bernhard SCHNEEBERGER ",25,25,25,0,2004-05-22,"AIDA Austria National Competition","Austria"
6070,"Mikael MATTSON ",25,25,25,0,2004-07-22,"Swedish Freediving Championship 2004","Sweden"
6071,"Jan LAIS ",25,25,25,0,2004-04-18,"1st Lake Trophy Immersion Profonde","Switzerland"
6072,"Brice LEQUETTE ",25,45,4,21,2007-06-23,"Coupe des Calanques 2007","France"
6073,"Bruno MARTINEZ ",25,25,25,0,2006-07-01,"Coupe des Calanques 2006","France"
6074,"Bruno MARTINEZ ",25,25,25,0,2006-05-27,"Nice Open 2006","France"
6075,"Dimitris KOUMOULOS ",25,53,-3,28,2008-06-29,"AIDA HELLAS SUMMER APNEA GAMES 2008 PART I","Greece"
6076,"Bettina WOLFER ",25,25,25,0,2005-07-23,"Swiss Championship 2005","Switzerland"
6077,"Ofer SUHAMI ",25,25,25,0,2005-11-26,"FDI National Freediving Competition","Israel"
6078,"Macarena BENITEZ ",25,25,25,0,2005-10-14,"Entre Dos Mares 2005","Chile"
6079,"Eva JOHNSEN ",25,30,19,6,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
6080,"Britt Møller HANSEN ",25,25,25,0,2006-12-09,"5th AIDA Freediving Team World Championship","Denmark"
6081,"Aya MIZUMURA ",25,25,25,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
6082,"Mariana Espinoza GUILLAUMIN ",25,25,25,0,2006-12-09,"5th AIDA Freediving Team World Championship","Mexico"
6083,"Pascal MEREDITH ",25,25,25,0,2006-05-27,"Nice Open 2006","France"
6084,"Giorgos PALAS ",25,25,25,0,2006-10-21,"AIDA Cyprus 1st National Open","Cyprus"
6085,"Andreas FRAGOULIDES ",25,25,25,0,2006-10-21,"AIDA Cyprus 1st National Open","Cyprus"
6086,"Deoneses RAMIREZ ",25,25,25,0,2006-05-26,"National Individual Championships 2006","Venezuela"
6087,"Fedora GONZALEZ ",25,25,25,0,2006-05-26,"National Individual Championships 2006","Venezuela"
6088,"Marcio F. M. BASTOS ",25,25,25,0,2006-09-09,"1st National Deep Apnea","Brazil"
6089,"Tasos KARAGIANNIDIS ",25,25,25,0,2006-07-09,"AIDA Hellas Depth Event","Greece"
6090,"Petros KOSTALAS ",25,25,25,0,2006-07-09,"AIDA Hellas Depth Event","Greece"
6091,"Sami PARTINEN ",25,25,25,0,2006-07-22,"Asikkala Deep Duathlon","Finland"
6092,"Gaetano VAUTHEY ",25,25,25,0,2006-09-02,"Swiss Championship 2006 with guests","Switzerland"
6093,"Andreas EFTIHIOU ",25,25,25,0,2006-10-21,"AIDA Cyprus 1st National Open","Cyprus"
6094,"Sawako MARUYAMA ",25,25,25,0,2014-10-11,"Apnea Academy asia 2014 depth competition in Tago","Japan"
6095,"Maria Jose DOMINGUEZ ",25,25,25,0,2007-10-27,"4th AIDA Individual World Championship","Spain"
6096,"Yasushi OKAWA ",25,25,25,0,2004-06-27,"2nd Japanese Freediving Championship 2004","Japan"
6097,"Josephine JÃ˜RGENSEN ",25,25,25,0,2008-05-03,"Hemmoor sub-max 2008","Denmark"
6098,"Cristina KÜMMEL ",25,25,25,0,2008-05-03,"Hemmoor sub-max 2008","Denmark"
6099,"Cristina KÜMMEL ",25,25,25,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
6100,"Naoko YAMADA ",25,25,25,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
6101,"Fidel LADRON ",25,25,25,0,2008-06-20,"AIDA Mexico Xibalba 2008","Mexico"
6102,"Antonio LOPEZ ",25,25,25,0,2008-06-20,"AIDA Mexico Xibalba 2008","Mexico"
6103,"Sara BARRASA ",25,25,25,0,2010-06-29,"AIDA Mexico Xibalba 2010","Mexico"
6104,"Giakoumakis GRIGORIS ",25,25,25,0,2008-07-25,"Mediterranean Freediving Meeting","Greece"
6105,"Pantelakis KOSTAS ",25,30,19,6,2008-07-25,"Mediterranean Freediving Meeting","Greece"
6106,"Chikako HARA ",25,30,19,0,2009-07-19,"Okinawa Freediving Cup 2009","Japan"
6107,"Carl ROWLING ",25,25,25,0,2008-11-15,"Ocean Hunter Deep Obsession 08","New Zealand"
6108,"Dino MAKSAN ",25,25,25,0,2012-08-04,"Pakostane Deep challenge","Croatia"
6109,"Agustin SALAZAR ",25,25,25,0,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
6110,"Alexander KRAVCHIK ",25,25,25,0,2009-09-06,"Triple Depth 2009","Israel"
6111,"Marcin NIEDZIELSKI ",25,35,14,11,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
6112,"Jamie RAYNER ",25,30,19,6,2008-02-08,"Andaman AIDA Freediving Challenge 2008","United Kingdom"
6113,"Juan Carlos DERCI ",25,25,25,0,2009-08-28,"Campeonato Nacional de Profundidad 2009","Venezuela"
6114,"Tsuneo UCHIDA ",25,25,25,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
6115,"Erik DE JONG ",25,25,25,0,2012-01-16,"FREEDIVEDAHAB January MINICOMP","Netherlands"
6116,"Kazuhiro HAYASHI ",25,25,25,0,2009-10-11,"Big Blue 5th official","Japan"
6117,"Kaoru NAMIKI ",25,25,25,0,2009-10-11,"Big Blue 5th official","Japan"
6118,"Denis DAIGNE ",25,25,25,0,2009-09-16,"Nice Abyss Contest","France"
6119,"Rovanpera JUSSI ",25,25,25,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Finland"
6120,"Gary LOWE ",25,25,25,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
6121,"Maria SARIDOU ",25,25,25,0,2008-09-28,"AIDA Hellas Depth Event 2008","Greece"
6122,"Ninna KOFOD ",25,25,25,0,2010-08-14,"Nordic Deep 2010","Denmark"
6123,"Dorota POLACZEK ",25,0,25,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
6124,"Taro OHOSHI ",25,25,25,0,2010-09-25,"Attack 25m","Japan"
6125,"Patrick MANSER ",25,25,25,0,2011-07-10,"Swiss Championship lake","Switzerland"
6126,"Michal PECHO ",25,25,25,0,2011-06-11,"AA Depth Minicomp 2011","Czech Republic"
6127,"Rikke Eva HUMBLE ",25,34,15,10,2012-08-09,"Danish Depth Championship 2012","Denmark"
6128,"Ulla CARROLL ",25,25,25,0,2011-07-24,"Asikkala Depth Challenge 2011","Finland"
6129,"Nanna KREUTZMANN ",25,25,25,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
6130,"Karin HEDEN ",25,25,25,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Sweden"
6131,"Charlotte KHAN ",25,25,25,0,2012-06-10,"Cool Down 2012","Austria"
6132,"DeeDee FLORES. ",25,25,25,0,2013-05-20,"Caribbean Cup 2013","United States"
6133,"Maciej CHUCHLA ",25,41,8,17,2013-08-14,"Crystal Clear Water Competition","Poland"
6134,"Christophe CHINAS ",25,30,20,5,2011-08-06,"Canadian Freediving National Competition 2011","Canada"
6135,"Takashi MEKATA ",25,25,25,0,2013-09-29,"JAS official depth competition 2013","Japan"
6136,"Jose luis VALDEZ ",25,25,0,25,2011-07-16,"xibalba 2011","Mexico"
6137,"Christos IOANNOU ",25,25,20,5,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
