"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
1657,"Danny SWALAS ",28,33,22,6,2010-08-14,"Nordic Deep 2010","Sweden"
1658,"Anne HAVE RASMUSSEN ",28,28,28,0,2014-08-27,"2014 Danish hampionships","Denmark"
1659,"alexander GERASIMENKO ",28,28,28,0,2012-05-08,"FDD Russian Open","Russian Federation"
1660,"Vadim KUZMIN ",28,28,28,0,2014-05-15,"Russian National","Russian Federation"
1661,"Klaus Wirth KRISTENSEN ",28,28,28,0,2015-05-25,"FreedivingWorld Competition","Denmark"
1662,"Pawel DABALA ",28,28,27,1,2014-08-02,"IX Indywidualne Mistrzostwa Polski","Poland"
1663,"Julian VAN HEERDEN ",28,28,28,0,2012-02-09,"Andaman 2012 Freediving Competition","South Africa"
1664,"Adriana Gabriela BANTU-DINU ",28,28,28,0,2014-08-21,"Cavo Maris 2014","Romania"
1665,"igor BURGELA ",28,28,28,0,2015-05-13,"Russian National Open","International"
1666,"inge VERBRUGGEN ",27,27,27,0,2015-08-27,"RedCcup","Belgium"
1667,"Michal WIDELSKI ",27,27,27,0,2016-08-17,"X Głębokościowe Mistrzostwa Polski we Freedivingu | X Polish Depth Championships","Poland"
1668,"Jan MAILAND-HANSEN ",27,27,27,0,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
1669,"Petter LEIFE ",27,27,27,0,2013-08-01,"Swedish Championship in depth","Sweden"
1670,"Aristides IOANNIDIS ",27,44,9,18,2006-07-09,"AIDA Hellas Depth Event","Greece"
1671,"Motoko ISHIWATA ",27,27,27,0,2011-11-19,"12th Manazuru freediving classic","Japan"
1672,"Sanne H. K. RASMUSSEN ",27,27,27,0,2007-10-27,"4th AIDA Individual World Championship","Denmark"
1673,"Yuki MUTO ",27,27,27,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
1674,"David TRANFIELD ",27,27,27,0,2007-10-21,"Triple Depth","United Kingdom"
1675,"Tsukasa KIMURA ",27,27,17,10,2007-07-22,"Big Blue 1st Official - Boys Competition","Japan"
1676,"Torbjörn NYMAN ",27,27,27,0,2010-08-14,"Nordic Deep 2010","Sweden"
1677,"Adel Abu HALIQA ",27,27,27,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Arab Emirates"
1678,"Carla HANSON ",27,45,8,19,2009-05-27,"PFI Cayman 2009","United States"
1679,"Siri FOGELBERG ",27,27,27,0,2011-06-23,"Triple Depth 2011","Sweden"
1680,"Henrik HARTMANN HENRICHSEN ",27,27,27,0,2013-08-07,"Nordic Championship 2013","Denmark"
1681,"Anne HAVE RASMUSSEN ",27,27,27,0,2013-08-07,"Nordic Championship 2013","Denmark"
1682,"aristo VOUNAKIS ",27,48,5,22,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","Greece"
1683,"Mihalis FILINIS ",27,42,11,16,2014-09-27,"Summer Apnea Games 2014","Greece"
1684,"Thor JOENSEN ",27,27,27,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
1685,"Dee Dee  FLORES ",27,27,27,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
1686,"Dee Dee  FLORES ",27,27,27,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
1687,"Dee Dee  FLORES ",27,27,27,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
1688,"Soren PEDERSEN ",27,27,27,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
1689,"Roman KUDINOV ",27,27,27,0,2013-05-30,"Summer Gelendzhik 2013","Russian Federation"
1690,"Desiree Attias BALFELT ",27,27,27,0,2014-08-27,"2014 Danish hampionships","Denmark"
1691,"Vitaliy BORODIN ",27,27,27,0,2013-04-25,"Russian National Open","Russian Federation"
1692,"Walter FRANTZEN ",27,27,27,0,2014-08-08,"Swedish championship in depth","Sweden"
1693,"Jaroslaw KROL ",27,27,27,0,2015-08-19,"Zawody Krystalicznej Wody","Poland"
1694,"Trista FONTANA ",27,27,27,0,2015-08-27,"Australian Depth National Championship","Australia"
1695,"FRANZ FINDEL ",27,27,27,0,2013-11-28,"Bonaire Freediving Competition 2013","Chile"
1696,"Wai Leung CHAN ",27,27,27,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Hong Kong"
1697,"igor CUCURUZA ",27,27,27,0,2015-05-13,"Russian National Open","International"
1698,"Mohd Azam Abdul Hamid ",27,27,27,0,2012-02-09,"Andaman 2012 Freediving Competition","Malaysia"
1699,"IAN ALMASI ",26,26,26,0,2016-05-09,"Deja Blue 7","United States"
1700,"Greg FEE ",26,34,17,9,2012-05-04,"Deja Blue 3","Canada"
1701,"Karla MENDEZ ",26,26,26,0,2009-08-28,"Campeonato Nacional de Profundidad 2009","Venezuela"
1702,"Weine GUSTAVSSON ",26,54,0,29,2007-10-27,"4th AIDA Individual World Championship","Sweden"
1703,"Sofus KREUTZMANN ",26,45,6,20,2007-10-21,"Triple Depth","Denmark"
1704,"Sofus KREUTZMANN ",26,35,16,10,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
1705,"Britt Møller HANSEN ",26,26,26,0,2007-10-27,"4th AIDA Individual World Championship","Denmark"
1706,"Motoko ISHIWATA ",26,26,26,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
1707,"Aya MIZUMURA ",26,26,26,0,2015-08-27,"Australian Depth National Championship","Japan"
1708,"Nobuaki MATSUHASHI ",26,26,26,0,2007-07-21,"TFC King of Freediving Competition","Japan"
1709,"Chris LAYCOCK ",26,26,26,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
1710,"Estrella NAVARO ",26,25,25,0,2010-05-15,"Spring Cortez Cup 2010","Mexico"
1711,"Nadja BOROZDENKOVA ",26,26,26,0,2011-06-23,"Triple Depth 2011","Russian Federation"
1712,"Julien DERUFFE ",26,26,26,0,2015-08-15,"Under Pressure 2015","France"
1713,"inge VERBRUGGEN ",26,26,26,0,2015-10-01,"Triple Depth","Belgium"
1714,"Courtney WILLIAMS ",26,26,26,0,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","United States"
1715,"Markus JERGER ",26,26,26,0,2015-08-27,"Australian Depth National Championship","Germany"
1716,"Matthew KOVACS ",26,26,26,0,2015-08-27,"Australian Depth National Championship","Australia"
1717,"Shuji HOSODA ",25,25,25,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
1718,"Martin STAM ",25,25,25,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Netherlands"
1719,"Kars VAN KOUWEN ",25,25,25,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Netherlands"
1720,"Tomoko YAMANOUCHI ",25,25,25,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1721,"Jesper STECHMANN ",25,25,25,0,2006-08-19,"Nordic Deep 2006","Denmark"
1722,"Stefan BAIER ",25,25,25,0,2005-11-05,"Triple Depth - Freedive Dahab","Germany"
1723,"Kousuke OKAMOTO ",25,25,25,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1724,"Iru BALIC ",25,40,9,16,2014-11-27,"Suunto Vertical Blue","Venezuela"
1725,"Darija SUBOTIN ",25,25,25,0,2007-10-27,"4th AIDA Individual World Championship","Serbia"
1726,"Peter BOIVIE ",25,25,25,0,2006-06-04,"Triple Depth 2006","Sweden"
1727,"Felicia NYBERG ",25,25,25,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
1728,"Jens SCHOU ",25,25,25,0,2009-08-13,"Nordic Deep 2009","Sweden"
1729,"Macarena BENITEZ ",25,25,25,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1730,"Macarena BENITEZ ",25,25,25,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1731,"Macarena BENITEZ ",25,25,25,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1732,"Daan VERHOEVEN ",25,40,9,16,2006-08-19,"Nordic Deep 2006","Netherlands"
1733,"Motoko ISHIWATA ",25,25,25,0,2014-10-14,"Triple Depth","Japan"
1734,"Augusto VALDEZ ",25,25,25,0,2006-09-09,"1st National Deep Apnea","Venezuela"
1735,"Yuko HASHIZUME ",25,25,25,0,2007-10-27,"4th AIDA Individual World Championship","Japan"
1736,"Shiro KAWAMURA ",25,25,25,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
1737,"Chris MARSHALL ",25,40,9,16,2008-11-15,"Ocean Hunter Deep Obsession 08","New Zealand"
1738,"David TRANFIELD ",25,25,25,0,2007-07-29,"SaltFree Double Dip","United Kingdom"
1739,"David CIZEK ",25,42,7,18,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Czech Republic"
1740,"Ai FUTAKI ",25,25,25,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
1741,"Maria HOVDEN ",25,25,25,0,2010-08-14,"Nordic Deep 2010","Norway"
1742,"Sam BARNES ",25,41,8,17,2011-09-15,"AIDA Individual Depth World Championship 2011","Australia"
1743,"Amit LAROM ",25,25,25,0,2009-09-06,"Triple Depth 2009","Israel"
1744,"Filip JAKUBIAK ",25,0,14,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1745,"Maciej LIPIEC ",25,55,0,31,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
1746,"David SAWYER ",25,25,25,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","United Kingdom"
1747,"Astrid ROSENVOLD ",25,25,25,0,2010-08-14,"Nordic Deep 2010","Denmark"
1748,"Arkadiusz SKOBEL ",25,0,20,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1749,"Piotr GRENDA ",25,0,25,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1750,"Mike Palma ELLINGSEN ",25,25,25,0,2010-08-14,"Nordic Deep 2010","Denmark"
1751,"Joe SHERIDAN ",25,25,25,0,2010-05-11,"PFI Deja Blue 2010","United States"
1752,"Michael BALDWIN ",25,25,20,5,2011-02-10,"Andaman AIDA Freediving Challenge 2011","Australia"
1753,"Emma AKERREN ",25,25,25,0,2012-07-28,"Nordic Deep 2012","Sweden"
1754,"Alex LOZANO ",25,25,25,0,2011-06-23,"Triple Depth 2011","Spain"
1755,"Mara TORREALBA PASCUET ",25,25,20,5,2011-06-23,"Triple Depth 2011","Spain"
1756,"Carolina GONZALES ",25,25,25,0,2011-06-23,"Triple Depth 2011","Spain"
1757,"Aleksandra HOZMAN-MIRZA-SULKIEWICZ ",25,0,25,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1758,"Nanna KREUTZMANN ",25,25,25,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Denmark"
1759,"Jennifer BALFOUR ",25,25,25,0,2015-05-11,"Deja Blue VI","Canada"
1760,"Miura SAYO ",25,25,25,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
1761,"Henrik HARTMANN HENRICHSEN ",25,25,25,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
1762,"Simon STEVNS ",25,25,25,0,2013-08-07,"Nordic Championship 2013","Denmark"
1763,"Filip MIKOLAJCZAK ",25,25,25,0,2013-08-14,"Crystal Clear Water Competition","Poland"
1764,"Marc-Andre TREMBLAY ",25,25,25,0,2012-08-11,"Canadian Nationals Depth Competition","Canada"
1765,"Julien DERUFFE ",25,31,19,6,2014-08-21,"Cavo Maris 2014","France"
1766,"Kyriakos LEFKONITZIATIS ",25,25,25,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
1767,"Norifumi IBUSHI ",25,25,25,0,2013-09-29,"JAS official depth competition 2013","Japan"
1768,"Norifumi IBUSHI ",25,30,19,6,2013-11-09,"Vertical Blue 2013","Japan"
1769,"Dmitry LIAPIN ",25,25,25,0,2013-07-26,"DEEP UKRAINE 2013","Ukraine"
1770,"Jakob BOMAN ",25,25,25,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Denmark"
1771,"Arkadiy ZINCHUK ",25,25,25,0,2013-02-09,"Andaman Freediving Competition","Russian Federation"
1772,"Desiree Attias BALFELT ",25,25,24,1,2014-06-15,"7th AIDA Mediterranean World Cup","Denmark"
1773,"ASHLEIGH BAIRD ",25,25,25,0,2013-10-05,"Deja Blue IV","United States"
1774,"Kazuki YANAGIHARA ",25,25,25,0,2014-10-19,"JAS depth competition in Shishihama","Japan"
1775,"huub WAALDIJK ",25,34,15,10,2014-10-14,"Triple Depth","Netherlands"
1776,"Ossi PELTOLA ",25,25,25,0,2015-08-23,"Asikkala Depth Challenge 2015","Finland"
1777,"Gemma COOKSON ",25,25,25,0,2015-03-20,"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","New Zealand"
1778,"Marcin RUTKOWSKI ",25,25,25,0,2015-08-19,"Zawody Krystalicznej Wody","Poland"
1779,"Meghan GILMORE ",25,25,25,0,2015-05-11,"Deja Blue VI","United States"
1780,"Bill SULLIVAN ",25,25,25,0,2015-05-11,"Deja Blue VI","United States"
1781,"Maarten BOON ",25,25,25,0,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Netherlands"
1782,"Jaroslaw KROL ",25,25,25,0,2015-08-19,"Zawody Krystalicznej Wody","Poland"
1783,"Jaroslaw KROL ",25,27,22,3,2015-08-19,"Zawody Krystalicznej Wody","Poland"
1784,"Jessica LAWSON ",25,25,25,0,2015-08-27,"Australian Depth National Championship","Australia"
1785,"Nicola LACEY ",25,25,25,0,2015-03-05,"Andaman Freediving challenge","Ireland"
1786,"ahmed WAHBA ",25,25,25,0,2015-10-01,"Triple Depth","Egypt"
1787,"Wai Leung CHAN ",25,25,25,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Hong Kong"
1788,"Syafidatul Azua SHAFII ",25,25,25,0,2015-03-05,"Andaman Freediving challenge","Malaysia"
1789,"Sofia Tapani ",25,25,25,0,2010-04-29,"Bizzy Blue Hole 2010","Sweden"
1790,"Linda Stenman ",25,25,25,0,2014-08-08,"Swedish championship in depth","Sweden"
1791,"Emmelie Alm ",25,25,25,0,2014-08-08,"Swedish championship in depth","Sweden"
1792,"Annelie POMPE ",24,24,24,0,2005-11-05,"Triple Depth - Freedive Dahab","Sweden"
1793,"Miklós BAUER ",24,30,17,0,2009-07-03,"Rab Dive Off 2009","Hungary"
1794,"Dagmar ANDRES-BRÜMMER ",24,38,9,15,2013-11-09,"Vertical Blue 2013","Germany"
1795,"Georgina MILLER ",24,24,24,0,2014-06-15,"7th AIDA Mediterranean World Cup","United Kingdom"
1796,"Kattie LUSSIER ",24,24,14,10,2010-05-21,"Freedive Dahab Mini Comp 2010","Canada"
1797,"Vadim SHAMITKO ",24,24,24,0,2013-05-30,"Summer Gelendzhik 2013","Russian Federation"
1798,"Catherine CHARNLEY ",24,24,24,0,2013-10-21,"Triple Depth","Australia"
1799,"Michie KOKUSYO ",24,24,23,1,2014-10-19,"JAS depth competition in Shishihama","Japan"
1800,"CARLOS PENARANDA ",24,25,23,1,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
1801,"Tomoko KAYAMA ",23,23,23,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
1802,"Piotr PALACZ ",23,23,23,0,2016-08-17,"X Głębokościowe Mistrzostwa Polski we Freedivingu | X Polish Depth Championships","Poland"
1803,"Nora Lestari ",23,23,23,0,2016-04-30,"Freedive Panglao Depth Challenge","Indonesia"
1804,"Chieko YAMANO ",23,23,23,0,2007-11-24,"Big Blue 2nd Official Competition","Japan"
1805,"Vedrana VIDOVIC ",23,36,9,14,2008-06-10,"Triple Depth 2008","Croatia"
1806,"Motoko ISHIWATA ",23,23,23,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Japan"
1807,"Robert KING ",23,55,-10,33,2008-07-25,"Mediterranean Freediving Meeting","United States"
1808,"Adel Abu HALIQA ",23,23,23,0,2009-12-03,"5th AIDA Individual World Championship 2009","United Arab Emirates"
1809,"Alana CASKEY ",23,23,23,0,2009-09-06,"Triple Depth 2009","Australia"
1810,"Elisabeth MATTES ",23,23,23,0,2012-02-09,"Andaman 2012 Freediving Competition","Austria"
1811,"Tatiana ZEMSKIKH ",23,23,23,0,2012-05-08,"FDD Russian Open","Russian Federation"
1812,"Alena UDOVENKO ",23,23,23,0,2013-05-09,"Freedive Dhab Swedish monocomp","Ukraine"
1813,"Jeff GRACE ",23,23,23,0,2015-08-21,"Freedive Paradise 2015","United States"
1814,"Eben SUMNER ",23,23,23,0,2015-08-21,"Freedive Paradise 2015","United States"
1815,"ADRIANA BANTU ",23,23,23,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Romania"
1816,"Linda Stenman ",23,23,23,0,2013-08-01,"Swedish Championship in depth","Sweden"
1817,"Julia Wheeler ",22,22,22,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
1818,"Roberto  SCIFFO  ",22,22,22,0,2014-10-05,"DEPTH GAMES 2014","Cyprus"
1819,"Ingela KARLSSON ",22,22,22,0,2009-09-06,"Triple Depth 2009","Finland"
1820,"Motoko ISHIWATA ",22,31,12,10,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1821,"Motoko ISHIWATA ",22,31,12,10,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1822,"Motoko ISHIWATA ",22,31,12,10,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1823,"Takanori KUMAZAWA ",22,22,22,0,2007-07-22,"Big Blue 1st Official - Boys Competition","Japan"
1824,"Sanne H. K. RASMUSSEN ",22,22,22,0,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
1825,"Yasushi OKAWA ",22,31,12,10,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1826,"Pichit MUANGNAPOE ",22,22,22,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Thailand"
1827,"John PRESCOTT ",22,22,22,0,2010-09-26,"Triple Depth 2010","United Kingdom"
1828,"Jennifer BALFOUR ",22,22,22,0,2010-05-11,"PFI Deja Blue 2010","Canada"
1829,"Mihalis FILINIS ",22,22,22,0,2012-09-29,"AIDA Hellas, SUMMER APNEA GAMES 2012","Greece"
1830,"Stelios BIKAS ",22,22,22,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
1831,"Malgorzata LISEK ",22,22,22,0,2013-08-14,"Crystal Clear Water Competition","Poland"
1832,"Mario ALBUQUERQUE ",21,45,-4,25,2012-09-30,"Little blue hole competition too","Portugal"
1833,"Joanna MASSACAND ",21,21,21,0,2004-04-18,"1st Lake Trophy Immersion Profonde","Switzerland"
1834,"Stig Åvall SEVERINSEN ",21,52,0,0,2009-03-07,"Oslo ICE Challenge","Denmark"
1835,"Bruno TAELMAN ",21,21,21,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Belgium"
1836,"Ute GESSMANN ",21,21,21,0,2005-11-05,"Triple Depth - Freedive Dahab","Germany"
1837,"Junko KITAHAMA ",21,38,3,18,2013-08-17,"Apnea Academy 2013.8 depth competition","Japan"
1838,"Motoko ISHIWATA ",21,21,21,0,2009-12-03,"5th AIDA Individual World Championship 2009","Japan"
1839,"Jorge GOMEZ ",21,21,21,0,2006-09-09,"1st National Deep Apnea","Venezuela"
1840,"Jana SKROBOVA ",21,35,6,0,2009-07-03,"Rab Dive Off 2009","Czech Republic"
1841,"Adel Abu HALIQA ",21,21,21,0,2009-06-22,"2nd Mediterranean Freediving Meeting","United Arab Emirates"
1842,"Tania Rounthwaite ",21,21,11,10,2013-03-22,"AIDA NZ Depth Nationals","New Zealand"
1843,"Elisabeth MATTES ",21,36,5,16,2014-05-25,"Caribbean Cup 2014","Austria"
1844,"Janusz SIKORA ",21,21,21,0,2012-07-26,"Polish Freediving Championships","Poland"
1845,"Edwin CORALES ",21,21,21,0,2015-08-21,"Freedive Paradise 2015","United States"
1846,"heymin KIM ",21,21,21,0,2015-10-01,"Triple Depth","Korea, Republic of"
1847,"Tomoko KAYAMA ",20,20,20,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
1848,"Thais PICCHI ",20,20,20,0,2016-06-04,"Nirvana Oceanquest Competition","Brazil"
1849,"Kyriakos  Panayi ",20,20,20,0,2016-10-23,"AIDA CYPRUS depth games 2016.","Cyprus"
1850,"Stig Åvall SEVERINSEN ",20,20,20,0,2009-03-07,"Oslo ICE Challenge","Denmark"
1851,"Tomoko YAMANOUCHI ",20,20,20,0,2007-10-21,"Triple Depth","Japan"
1852,"Suzanne PUGH ",20,20,20,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
1853,"Michael PETTERSSON ",20,20,10,10,2006-08-19,"Nordic Deep 2006","Sweden"
1854,"Glenn VENGHAUS ",20,20,20,0,2003-09-07,"Round 6 of the Belgium Cup 2003","Netherlands"
1855,"Junko KITAHAMA ",20,40,-1,21,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Japan"
1856,"Antti MÄKELÄ ",20,20,20,0,2006-07-22,"Asikkala Deep Duathlon","Finland"
1857,"Ricardo BARRERA ",20,20,20,0,2010-06-29,"AIDA Mexico Xibalba 2010","Mexico"
1858,"Misuzu HIRAI ",20,20,20,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
1859,"Misuzu HIRAI ",20,20,20,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1860,"Misuzu HIRAI ",20,20,20,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
1861,"Ernesto SMITH ",20,20,20,0,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
1862,"Motoko ISHIWATA ",20,20,20,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
1863,"Motoko ISHIWATA ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1864,"Motoko ISHIWATA ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1865,"Motoko ISHIWATA ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1866,"Motoko ISHIWATA ",20,20,20,0,2014-10-14,"Triple Depth","Japan"
1867,"Craig GENTRY ",20,20,20,0,2006-04-15,"1st PFI Invitational Competition","United States"
1868,"Yuko HASHIZUME ",20,20,20,0,2007-12-16,"Kansai Freediving Indoor Cup 2007","Japan"
1869,"Jarkko TIMOSKAINEN ",20,20,20,0,2006-07-22,"Asikkala Deep Duathlon","Finland"
1870,"Ben GUYAT ",20,20,20,0,2007-07-29,"SaltFree Double Dip","United Kingdom"
1871,"Lotta Vilde WAHL ",20,20,20,0,2007-10-27,"4th AIDA Individual World Championship","Sweden"
1872,"Lotta Vilde WAHL ",20,20,20,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Sweden"
1873,"Tetsuya YOKOYAMA ",20,20,20,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1874,"Nathalie HEBERT ",20,20,20,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
1875,"Agustin SALAZAR ",20,20,20,0,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
1876,"Walter JOHNSON ",20,20,20,0,2012-02-09,"Andaman 2012 Freediving Competition","United States"
1877,"Ossian PEKKALA ",20,20,20,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Finland"
1878,"Hiroyuki IWAI ",20,20,20,0,2012-08-13,"Apnea Academy 2012 official competition in Tago","Japan"
1879,"Daniel PALMER ",20,20,20,0,2011-02-10,"Andaman AIDA Freediving Challenge 2011","United Kingdom"
1880,"Kattie LUSSIER ",20,20,20,0,2009-07-19,"Salt Free Double Dip 2009","Canada"
1881,"Mayra VEZ ",20,20,20,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Switzerland"
1882,"Marc LENOIR ",20,20,15,5,2011-06-23,"Triple Depth 2011","France"
1883,"Johan BLOMKVIST ",20,20,20,0,2010-08-14,"Nordic Deep 2010","Sweden"
1884,"Elisabeth HUMMEL ",20,20,20,0,2012-02-09,"Andaman 2012 Freediving Competition","Germany"
1885,"Maria Felicia CARRATURO ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Italy"
1886,"Maria Felicia CARRATURO ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Italy"
1887,"Maria Felicia CARRATURO ",20,20,20,0,2012-11-20,"Suunto Vertical Blue 2012","Italy"
1888,"Karin GEBAUER ",20,20,15,5,2012-02-09,"Andaman 2012 Freediving Competition","Austria"
1889,"Enzo BRUNETTO ",20,20,20,0,2012-02-09,"Andaman 2012 Freediving Competition","Italy"
1890,"Nils MANNE ",20,30,9,11,2014-08-08,"Swedish championship in depth","Sweden"
1891,"BjÃ¶rn CARLSSON ",20,20,20,0,2012-07-28,"Nordic Deep 2012","Sweden"
1892,"konstantin DANILOV ",20,20,15,5,2012-05-08,"FDD Russian Open","Russian Federation"
1893,"Helen Evi  HOLROYD ",20,20,20,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Cyprus"
1894,"Marinos KARTAPANIS ",20,20,20,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Cyprus"
1895,"Desiree Attias BALFELT ",20,20,20,0,2013-08-07,"Nordic Championship 2013","Denmark"
1896,"Paul SMILLIE ",20,20,20,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","New Zealand"
1897,"Kathryn Elizabeth WIERENGA ",20,20,20,0,2015-03-05,"Andaman Freediving challenge","United States"
1898,"NÃ“RA GALGÃ“CZY ",20,20,20,0,2015-03-05,"Andaman Freediving challenge","Hungary"
1899,"Raquel RACHE ",20,20,20,0,2015-05-11,"Deja Blue VI","Brazil"
1900,"Chelse GOERGEN ",20,20,20,0,2015-08-21,"Freedive Paradise 2015","United States"
1901,"IAN ALMASI ",20,20,20,0,2015-11-19,"COPA AIDA DELPHINUS","United States"
1902,"Sofia Tapani ",20,42,0,23,2010-08-14,"Nordic Deep 2010","Sweden"
1903,"FERNANDO ISCAR ",19,35,18,16,2016-04-30,"FREEDIVING ATLANTIC CUP","Spain"
1904,"George BELL ",19,25,12,7,2007-04-29,"CAFA & USAA cosponsored national with guests","United States"
1905,"Christian ERNEST ",19,50,-13,32,2013-08-01,"Swedish Championship in depth","Sweden"
1906,"Margarita PINASHKINA ",19,19,19,0,2015-10-01,"Triple Depth","Russian Federation"
1907,"Misuzu HIRAI ",18,18,18,0,2007-07-21,"TFC King of Freediving Competition","Japan"
1908,"Katsumi KANEDA ",18,18,18,0,2007-07-21,"TFC King of Freediving Competition","Japan"
1909,"Georgina MILLER ",18,18,18,0,2007-10-27,"4th AIDA Individual World Championship","United Kingdom"
1910,"Kaname HATTORI ",18,18,18,0,2007-07-21,"TFC King of Freediving Competition","Japan"
1911,"Maria Jose DOMINGUEZ ",18,18,18,0,2007-10-27,"4th AIDA Individual World Championship","Spain"
1912,"Yasushi OKAWA ",18,18,18,0,2007-07-22,"Big Blue 1st Official - Boys Competition","Japan"
1913,"Edmund WARDLE ",18,18,18,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","United Kingdom"
1914,"Jesper AGDUR ",18,18,18,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Sweden"
1915,"Jamie RAYNER ",18,18,18,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","United Kingdom"
1916,"Marianne BOEHM ",18,18,18,0,2011-06-23,"Triple Depth 2011","Germany"
1917,"Hildur SAHLSTRÃ¶M HALLMAN ",18,35,0,18,2012-07-28,"Nordic Deep 2012","Sweden"
1918,"Genevieve MANBRE ",18,28,7,11,2013-08-01,"Swedish Championship in depth","Sweden"
1919,"Peter JOHNSEN ",18,25,10,8,2014-08-08,"Swedish championship in depth","Sweden"
1920,"Valdemar Karlsson ",18,25,10,8,2014-08-08,"Swedish championship in depth","Sweden"
